Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding
38681641,MORTGAGE,272-17-7202,215-980-0365,Lilly,Cambria,Lilly,PA,15938,Northeast,05-05-19,"$360,066",Non-Default,23-04-21,674,719,"$39,607"
38681642,MORTGAGE,640-29-6110,206-494-7502,Monitor,Chelan,Monitor,WA,98836,West,13-09-20,"$609,700",Non-Default,24-08-21,854,904,"$18,291"
38681643,CREDIT CARD,101-02-9309,316-939-1767,Minneapolis,Ottawa,Minneapolis,KS,67467,Midwest,19-12-19,"$53,417",Default,24-08-21,750,781,"$8,547"
38681644,CREDIT CARD,585-99-0376,239-639-1560,Miami,Miami,Miami,FL,33222,South,24-08-21,"$61,510",Non-Default,24-08-21,841,880,"$17,838"
38681645,PERSONAL LOAN,709-18-5379,316-870-9900,Latham,Butler,Latham,KS,67072,Midwest,21-08-20,"$189,175",Default,10-04-21,826,834,"$9,459"
38681646,CREDIT CARD,141-23-4127,302-759-3961,Houston,Kent,Houston,DE,19954,South,02-11-18,"$89,094",Default,21-03-21,721,756,"$17,819"
38681647,MORTGAGE,168-86-1276,209-615-7093,Salyer,Trinity,Salyer,CA,95563,West,08-12-19,"$721,708",Non-Default,24-08-21,851,862,"$324,769"
38681648,CREDIT CARD,680-31-6398,239-875-3364,Weirsdale,Marion,Weirsdale,FL,32195,South,02-05-18,"$37,315",Non-Default,29-10-20,814,859,"$1,866"
38681649,CREDIT CARD,077-02-4553,423-286-4582,Red Boiling Springs,Macon,Red Boiling Springs,TN,37150,South,27-12-18,"$32,256",Non-Default,24-08-21,729,756,"$9,677"
38681650,MORTGAGE,529-99-1428,505-303-9833,La Luz,Otero,La Luz,NM,88337,West,13-11-20,"$529,561",Non-Default,24-08-21,809,831,"$185,346"
38681651,MORTGAGE,242-99-9611,216-417-7508,Cleveland,Cuyahoga,Cleveland,OH,44108,Midwest,01-11-18,"$216,068",Non-Default,24-08-21,803,808,"$101,552"
38681652,CREDIT CARD,022-92-5066,303-406-9837,Aguilar,Las Animas,Aguilar,CO,81020,West,21-10-20,"$75,647",Non-Default,17-12-20,830,849,"$20,425"
38681653,CREDIT CARD,545-99-5353,225-399-4647,Thibodaux,Lafourche,Thibodaux,LA,70310,South,24-08-21,"$31,420",Default,08-04-21,872,888,"$7,541"
38681654,MORTGAGE,194-86-3682,209-512-3373,San Diego,San Diego,San Diego,CA,92131,West,01-11-18,"$398,611",Non-Default,24-08-21,696,702,"$19,931"
38681655,MORTGAGE,166-86-5339,225-997-8714,Harmon,Red River,Harmon,LA,71036,South,14-04-18,"$710,999",Non-Default,26-07-21,845,892,"$163,530"
38681656,MORTGAGE,245-99-5566,212-283-5116,Jordanville,Herkimer,Jordanville,NY,13361,Northeast,19-06-20,"$468,122",Non-Default,24-08-21,677,673,"$88,943"
38681657,PERSONAL LOAN,199-84-0442,210-639-5039,Forreston,Ellis,Forreston,TX,76041,South,24-08-21,"$185,856",Non-Default,17-04-21,817,840,"$50,181"
38681658,CREDIT CARD,045-15-4839,212-268-0370,Lake Peekskill,Putnam,Lake Peekskill,NY,10537,Northeast,12-05-21,"$62,332",Non-Default,24-08-21,855,853,"$13,713"
38681659,MORTGAGE,613-87-4009,219-231-6323,New Richmond,Montgomery,New Richmond,IN,47967,Midwest,15-05-19,"$868,086",Default,22-01-21,673,719,"$295,149"
38681660,CREDIT CARD,604-87-7861,231-888-7849,Rogers City,Presque Isle,Rogers City,MI,49779,Midwest,14-12-18,"$36,365",Non-Default,04-02-21,701,722,"$9,455"
38681661,MORTGAGE,594-99-9510,225-470-8545,Archibald,Richland,Archibald,LA,71218,South,24-08-21,"$253,948",Default,22-12-20,679,710,"$30,474"
38681662,MORTGAGE,505-59-2132,212-777-2053,Rochester,Monroe,Rochester,NY,14615,Northeast,20-11-20,"$540,780",Non-Default,24-08-21,762,759,"$167,642"
38681663,PERSONAL LOAN,057-02-0704,314-693-5970,House Springs,Jefferson,House Springs,MO,63051,Midwest,06-01-18,"$144,523",Non-Default,29-03-21,842,862,"$40,466"
38681664,CREDIT CARD,218-89-7700,212-535-8257,Williamson,Wayne,Williamson,NY,14589,Northeast,02-04-21,"$43,110",Default,28-03-21,785,824,"$9,915"
38681665,CREDIT CARD,723-18-4283,202-424-6141,Washington,District of Columbia,Washington,DC,20506,South,15-03-18,"$89,031",Default,24-08-21,746,784,"$8,013"
38681666,MORTGAGE,758-12-1072,479-276-7523,Clarksville,Johnson,Clarksville,AR,72830,South,24-08-21,"$148,761",Default,24-08-21,727,731,"$44,628"
38681667,MORTGAGE,073-02-5039,231-627-4884,Clarksville,Ionia,Clarksville,MI,48815,Midwest,24-08-21,"$458,545",Default,27-07-21,688,678,"$165,076"
38681668,PERSONAL LOAN,373-37-1612,405-675-1691,Forgan,Beaver,Forgan,OK,73938,South,25-02-19,"$183,766",Default,09-07-21,769,799,"$79,019"
38681669,CREDIT CARD,011-94-3515,262-254-1304,Jefferson,Jefferson,Jefferson,WI,53549,Midwest,24-08-21,"$33,772",Default,29-07-21,705,739,"$6,079"
38681670,MORTGAGE,177-86-0453,209-425-8382,Irvine,Orange,Irvine,CA,92617,West,21-07-21,"$902,898",Non-Default,15-12-20,854,900,"$325,043"
38681671,PERSONAL LOAN,031-92-6160,319-699-2790,Buffalo,Scott,Buffalo,IA,52728,Midwest,10-02-21,"$64,605",Non-Default,07-04-21,738,737,"$29,072"
38681672,MORTGAGE,721-18-1904,231-981-6001,Waters,Otsego,Waters,MI,49797,Midwest,08-02-18,"$523,105",Default,24-08-21,729,775,"$125,545"
38681673,MORTGAGE,605-87-7991,216-742-0010,Ludlow Falls,Miami,Ludlow Falls,OH,45339,Midwest,03-07-19,"$630,959",Non-Default,09-08-21,792,834,"$239,764"
38681674,CREDIT CARD,007-11-7350,303-212-8731,Pueblo,Pueblo,Pueblo,CO,81002,West,21-11-19,"$65,521",Default,10-07-21,888,912,"$8,518"
38681675,CREDIT CARD,131-98-7743,262-302-1914,Milwaukee,Milwaukee,Milwaukee,WI,53270,Midwest,04-04-21,"$96,049",Default,06-06-21,764,782,"$24,012"
38681676,CREDIT CARD,039-74-1668,308-651-1540,Kimball,Kimball,Kimball,NE,69145,Midwest,04-06-20,"$68,943",Non-Default,13-01-21,711,722,"$26,888"
38681677,PERSONAL LOAN,572-99-5529,210-691-0735,Los Indios,Cameron,Los Indios,TX,78567,South,09-12-18,"$67,744",Non-Default,08-02-21,875,915,"$30,485"
38681678,MORTGAGE,190-86-2122,503-647-5173,Portland,Multnomah,Portland,OR,97253,West,28-08-18,"$574,192",Non-Default,30-05-21,685,707,"$223,935"
38681679,CREDIT CARD,645-29-2997,319-555-6984,Keota,Keokuk,Keota,IA,52248,Midwest,04-07-18,"$57,148",Non-Default,22-08-21,849,871,"$22,859"
38681680,PERSONAL LOAN,011-94-9776,209-610-1160,San Jose,Santa Clara,San Jose,CA,95116,West,04-02-21,"$38,139",Non-Default,27-06-21,874,915,"$11,060"
38681681,MORTGAGE,691-18-5979,405-332-4456,Cordell,Washita,Cordell,OK,73632,South,22-04-20,"$659,897",Non-Default,14-08-21,761,759,"$237,563"
38681682,MORTGAGE,166-86-3404,339-266-6808,Green Harbor,Plymouth,Green Harbor,MA,2041,Northeast,24-08-21,"$515,715",Non-Default,21-07-21,701,720,"$144,400"
38681683,PERSONAL LOAN,404-73-9659,210-599-5226,Martinsville,Nacogdoches,Martinsville,TX,75958,South,09-09-20,"$85,336",Non-Default,12-08-21,778,819,"$21,334"
38681684,MORTGAGE,686-24-5883,207-706-0211,South Thomaston,Knox,South Thomaston,ME,4858,Northeast,21-12-18,"$524,843",Non-Default,16-06-21,779,802,"$230,931"
38681685,CREDIT CARD,682-24-6219,316-621-4651,Blue Mound,Linn,Blue Mound,KS,66010,Midwest,04-04-18,"$65,008",Default,28-01-21,800,828,"$8,451"
38681686,MORTGAGE,399-31-3115,209-432-5238,Irvine,Orange,Irvine,CA,92614,West,24-07-20,"$923,941",Non-Default,13-08-21,675,673,"$323,379"
38681687,MORTGAGE,576-99-5002,210-802-6367,Matagorda,Matagorda,Matagorda,TX,77457,South,15-07-20,"$870,732",Non-Default,24-08-21,652,672,"$391,829"
38681688,PERSONAL LOAN,487-29-5422,201-513-6544,Trenton,Mercer,Trenton,NJ,8646,Northeast,24-10-20,"$196,359",Non-Default,09-08-21,806,831,"$98,180"
38681689,PERSONAL LOAN,695-16-5162,304-537-7294,Ovapa,Clay,Ovapa,WV,25150,South,01-01-20,"$86,291",Non-Default,29-12-20,823,867,"$14,669"
38681690,PERSONAL LOAN,115-98-1457,209-230-4564,La Puente,Los Angeles,La Puente,CA,91747,West,07-12-18,"$80,957",Default,24-08-21,812,818,"$6,477"
38681691,CREDIT CARD,127-98-0826,205-257-2633,Elmore,Elmore,Elmore,AL,36025,South,27-01-18,"$79,632",Default,20-04-21,660,689,"$17,519"
38681692,CREDIT CARD,764-29-4608,423-930-0514,Manchester,Coffee,Manchester,TN,37355,South,11-02-21,"$68,092",Non-Default,24-08-21,721,736,"$21,109"
38681693,CREDIT CARD,601-99-8748,229-585-0864,Adel,Cook,Adel,GA,31620,South,11-12-20,"$94,568",Non-Default,26-05-21,760,794,"$3,783"
38681694,PERSONAL LOAN,283-15-1909,216-772-1389,North Lewisburg,Champaign,North Lewisburg,OH,43060,Midwest,09-03-20,"$51,318",Non-Default,11-04-21,755,771,"$25,659"
38681695,MORTGAGE,378-37-8465,219-381-8750,Mount Ayr,Newton,Mount Ayr,IN,47964,Midwest,18-12-20,"$585,410",Non-Default,17-04-21,651,686,"$111,228"
38681696,MORTGAGE,399-31-5440,262-581-4969,Bristol,Kenosha,Bristol,WI,53104,Midwest,01-05-20,"$975,893",Non-Default,12-11-20,860,860,"$292,768"
38681697,MORTGAGE,696-16-4953,201-295-6335,Glen Ridge,Essex,Glen Ridge,NJ,7028,Northeast,15-08-20,"$827,126",Non-Default,22-01-21,835,865,"$165,425"
38681698,MORTGAGE,646-23-6236,240-394-4813,Marydel,Caroline,Marydel,MD,21649,South,27-01-19,"$952,148",Non-Default,05-08-21,671,703,"$161,865"
38681699,CREDIT CARD,436-99-3783,216-417-1946,Creston,Wayne,Creston,OH,44217,Midwest,06-01-21,"$73,621",Non-Default,19-04-21,701,719,"$30,185"
38681700,CREDIT CARD,538-71-0695,228-515-5263,Valley Park,Issaquena,Valley Park,MS,39177,South,27-07-18,"$77,098",Non-Default,24-08-21,664,665,"$26,984"
38681701,CREDIT CARD,237-99-8780,385-923-7186,Grantsville,Tooele,Grantsville,UT,84029,West,28-08-18,"$40,728",Default,23-11-20,810,837,"$18,328"
38681702,MORTGAGE,443-27-9480,215-658-6439,Saylorsburg,Monroe,Saylorsburg,PA,18353,Northeast,15-12-18,"$586,589",Non-Default,15-06-21,877,877,"$164,245"
38681703,CREDIT CARD,235-57-2176,405-932-1946,Randlett,Cotton,Randlett,OK,73562,South,19-08-20,"$78,791",Non-Default,24-08-21,768,767,"$12,607"
38681704,CREDIT CARD,636-31-8932,603-705-9245,New Castle,Rockingham,New Castle,NH,3854,Northeast,09-11-20,"$52,579",Default,20-05-21,677,672,"$14,196"
38681705,PERSONAL LOAN,413-99-7266,205-449-9393,Chunchula,Mobile,Chunchula,AL,36521,South,08-06-21,"$46,238",Non-Default,29-10-20,683,715,"$12,947"
38681706,CREDIT CARD,684-24-4969,319-549-0368,Westphalia,Shelby,Westphalia,IA,51578,Midwest,22-03-21,"$43,919",Default,12-04-21,819,839,"$16,689"
38681707,PERSONAL LOAN,557-99-3569,240-819-0978,Helen,St. Mary's,Helen,MD,20635,South,24-08-21,"$168,320",Non-Default,05-04-21,752,769,"$16,832"
38681708,MORTGAGE,019-94-9494,405-350-7270,Oklahoma City,Oklahoma,Oklahoma City,OK,73131,South,19-02-18,"$560,070",Non-Default,24-08-21,770,795,"$235,229"
38681709,MORTGAGE,622-85-4479,219-577-1432,West College Corner,Franklin,West College Corner,IN,47003,Midwest,22-07-19,"$241,784",Non-Default,19-01-21,726,764,"$77,371"
38681710,CREDIT CARD,361-08-9306,405-379-3201,Achille,Bryan,Achille,OK,74720,South,07-04-20,"$41,908",Default,15-02-21,881,919,"$16,763"
38681711,CREDIT CARD,717-18-7422,405-896-3768,Talala,Rogers,Talala,OK,74080,South,06-07-20,"$60,332",Non-Default,08-07-21,789,808,"$3,017"
38681712,MORTGAGE,195-86-7501,215-374-2187,Franconia,Montgomery,Franconia,PA,18924,Northeast,24-08-21,"$474,215",Non-Default,13-01-21,868,866,"$142,265"
38681713,CREDIT CARD,691-18-6516,239-838-4279,Hialeah,Miami-Dade,Hialeah,FL,33017,South,16-09-20,"$52,476",Non-Default,24-08-21,778,793,"$26,238"
38681714,CREDIT CARD,254-99-7381,218-885-4039,Minneapolis,Hennepin,Minneapolis,MN,55431,Midwest,24-03-21,"$34,199",Non-Default,08-08-21,669,665,$0
38681715,CREDIT CARD,113-98-7724,479-305-7542,Cushman,Independence,Cushman,AR,72526,South,13-03-19,"$84,670",Non-Default,24-08-21,735,764,"$5,927"
38681716,CREDIT CARD,267-99-8858,212-327-9348,Kiamesha Lake,Sullivan,Kiamesha Lake,NY,12751,Northeast,24-07-21,"$52,240",Non-Default,17-08-21,874,914,"$12,538"
38681717,CREDIT CARD,142-23-6509,239-587-1412,Gulf Breeze,Santa Rosa,Gulf Breeze,FL,32562,South,21-12-18,"$37,052",Non-Default,24-08-21,799,800,"$1,853"
38681718,CREDIT CARD,641-29-7362,209-528-4486,Los Angeles,Los Angeles,Los Angeles,CA,90189,West,13-10-18,"$46,118",Non-Default,01-06-21,732,722,"$11,991"
38681719,CREDIT CARD,480-41-7994,314-414-2028,Defiance,St. Charles,Defiance,MO,63341,Midwest,18-09-18,"$94,110",Non-Default,19-01-21,671,661,"$2,823"
38681720,CREDIT CARD,752-09-5248,217-981-6605,Piper City,Ford,Piper City,IL,60959,Midwest,14-08-19,"$68,237",Non-Default,27-02-21,811,821,"$3,412"
38681721,CREDIT CARD,476-55-9617,212-404-8806,Ellenburg,Clinton,Ellenburg,NY,12933,Northeast,06-01-20,"$80,010",Default,20-05-21,702,721,"$32,004"
38681722,PERSONAL LOAN,539-71-5700,808-493-8641,Honolulu,Honolulu,Honolulu,HI,96804,West,20-06-18,"$157,818",Non-Default,19-07-21,871,901,"$39,455"
38681723,CREDIT CARD,610-87-6286,252-915-9450,Wilmington,New Hanover,Wilmington,NC,28402,South,05-01-20,"$73,415",Non-Default,15-08-21,672,694,"$6,607"
38681724,MORTGAGE,467-99-9138,212-635-4310,Galway,Saratoga,Galway,NY,12074,Northeast,16-10-20,"$314,398",Non-Default,27-12-20,861,857,"$22,008"
38681725,CREDIT CARD,594-99-8034,262-693-4940,Hurley,Iron,Hurley,WI,54534,Midwest,06-07-20,"$78,277",Non-Default,22-03-21,795,820,"$39,139"
38681726,MORTGAGE,767-02-2126,236-493-3108,Oak Hall,Accomack,Oak Hall,VA,23416,South,05-11-19,"$392,716",Default,05-06-21,872,900,"$192,431"
38681727,PERSONAL LOAN,099-02-0181,701-926-4537,Dickinson,Stark,Dickinson,ND,58602,Midwest,19-06-21,"$120,564",Non-Default,06-05-21,829,877,"$53,048"
38681728,MORTGAGE,489-29-8774,201-215-5313,Tuckerton,Ocean,Tuckerton,NJ,8087,Northeast,07-06-19,"$522,716",Non-Default,24-08-21,745,773,"$198,632"
38681729,PERSONAL LOAN,616-87-5983,303-286-0788,Idledale,Jefferson,Idledale,CO,80453,West,24-12-19,"$86,151",Non-Default,26-11-20,820,824,"$24,984"
38681730,MORTGAGE,065-02-4652,205-363-6986,Catherine,Wilcox,Catherine,AL,36728,South,24-04-20,"$972,307",Non-Default,24-08-21,763,799,"$243,077"
38681731,CREDIT CARD,152-23-1795,209-589-4515,San Luis Obispo,San Luis Obispo,San Luis Obispo,CA,93401,West,19-11-18,"$97,563",Non-Default,24-08-21,757,798,"$44,879"
38681732,CREDIT CARD,195-86-3186,423-367-4967,Millington,Shelby,Millington,TN,38083,South,01-03-20,"$72,578",Default,07-05-21,863,911,"$34,112"
38681733,CREDIT CARD,361-08-4719,239-437-9827,Cocoa Beach,Brevard,Cocoa Beach,FL,32931,South,11-04-21,"$85,256",Non-Default,24-08-21,880,920,"$42,628"
38681734,CREDIT CARD,558-99-4573,423-966-1879,Athens,McMinn,Athens,TN,37371,South,24-08-21,"$85,764",Non-Default,22-02-21,803,800,"$5,146"
38681735,PERSONAL LOAN,506-57-2771,405-272-9110,Sentinel,Washita,Sentinel,OK,73664,South,08-08-18,"$149,223",Non-Default,24-08-21,884,894,"$40,290"
38681736,MORTGAGE,358-08-7182,215-666-1124,Rockwood,Somerset,Rockwood,PA,15557,Northeast,18-09-20,"$385,957",Non-Default,21-11-20,683,730,"$23,157"
38681737,CREDIT CARD,075-02-7528,316-726-8034,Scranton,Osage,Scranton,KS,66537,Midwest,24-08-21,"$35,338",Non-Default,01-11-20,794,812,"$16,609"
38681738,MORTGAGE,015-94-1464,216-387-1886,Fowler,Trumbull,Fowler,OH,44418,Midwest,05-06-19,"$968,256",Non-Default,24-06-21,837,864,"$106,508"
38681739,MORTGAGE,242-99-9288,385-568-0550,Henrieville,Garfield,Henrieville,UT,84736,West,17-06-19,"$837,970",Default,16-06-21,885,905,"$226,252"
38681740,PERSONAL LOAN,149-23-6353,217-312-4133,Longview,Champaign,Longview,IL,61852,Midwest,01-11-19,"$45,309",Non-Default,24-08-21,841,834,"$4,984"
38681741,CREDIT CARD,470-57-4727,210-458-3887,Sugar Land,Fort Bend,Sugar Land,TX,77498,South,26-10-19,"$62,850",Default,25-06-21,871,907,"$24,512"
38681742,MORTGAGE,278-17-8180,802-438-3611,Bridgewater,Windsor,Bridgewater,VT,5034,Northeast,07-09-19,"$205,945",Non-Default,24-06-21,759,783,"$65,902"
38681743,CREDIT CARD,771-02-7053,252-594-3559,Cordova,Richmond,Cordova,NC,28330,South,02-06-19,"$96,325",Default,15-08-21,698,711,"$9,633"
38681744,MORTGAGE,100-02-2072,219-527-6848,Dayton,Tippecanoe,Dayton,IN,47941,Midwest,24-08-21,"$378,236",Default,13-03-21,650,674,"$173,989"
38681745,CREDIT CARD,438-99-8665,210-864-8360,Round Rock,Williamson,Round Rock,TX,78683,South,11-07-20,"$72,432",Default,16-08-21,803,811,"$20,281"
38681746,CREDIT CARD,417-67-5861,208-554-6154,Shoshone,Lincoln,Shoshone,ID,83352,West,15-03-19,"$36,443",Default,16-06-21,823,856,"$14,942"
38681747,CREDIT CARD,497-29-6306,304-493-5366,Huntington,Cabell,Huntington,WV,25713,South,03-03-18,"$48,610",Non-Default,24-08-21,765,811,"$10,694"
38681748,CREDIT CARD,651-62-6491,231-760-4619,Twin Lake,Muskegon,Twin Lake,MI,49457,Midwest,26-12-18,"$47,612",Non-Default,19-05-21,652,677,"$8,094"
38681749,MORTGAGE,074-02-8722,215-997-4931,Monessen,Westmoreland,Monessen,PA,15062,Northeast,10-08-19,"$248,154",Non-Default,20-11-20,676,672,"$27,297"
38681750,CREDIT CARD,526-99-8924,208-698-1117,Dayton,Franklin,Dayton,ID,83232,West,24-08-21,"$33,052",Non-Default,05-01-21,783,822,"$4,958"
38681751,PERSONAL LOAN,263-99-6817,229-532-5696,Tarrytown,Montgomery,Tarrytown,GA,30470,South,17-08-18,"$39,061",Non-Default,27-11-20,712,730,"$17,968"
38681752,CREDIT CARD,601-99-7545,210-786-5299,Sheppard Afb,Wichita,Sheppard Afb,TX,76311,South,18-06-18,"$30,745",Default,22-08-21,663,673,"$9,224"
38681753,CREDIT CARD,674-48-6310,423-840-9577,Nashville,Davidson,Nashville,TN,37214,South,26-02-18,"$65,738",Default,24-08-21,757,753,"$7,231"
38681754,MORTGAGE,192-86-0071,304-256-2602,Charleston,Kanawha,Charleston,WV,25337,South,03-12-19,"$290,186",Default,05-12-20,812,810,"$11,607"
38681755,CREDIT CARD,158-23-2889,236-704-6776,Hacksneck,Accomack,Hacksneck,VA,23358,South,21-05-18,"$59,855",Non-Default,24-08-21,752,772,"$20,949"
38681756,MORTGAGE,149-23-3952,217-604-9239,Springfield,Sangamon,Springfield,IL,62739,Midwest,14-12-20,"$709,336",Non-Default,26-02-21,727,751,"$191,521"
38681757,CREDIT CARD,203-84-9869,216-796-0774,Springfield,Clark,Springfield,OH,45503,Midwest,24-01-18,"$54,474",Default,26-07-21,787,801,"$27,237"
38681758,CREDIT CARD,020-94-5282,219-639-7209,Fort Wayne,Allen,Fort Wayne,IN,46866,Midwest,22-01-20,"$60,287",Non-Default,02-06-21,726,740,"$13,263"
38681759,PERSONAL LOAN,360-08-8352,339-827-3333,Prides Crossing,Essex,Prides Crossing,MA,1965,Northeast,09-05-20,"$88,086",Non-Default,05-04-21,774,780,"$21,141"
38681760,CREDIT CARD,118-98-0206,316-536-9290,Welda,Anderson,Welda,KS,66091,Midwest,02-02-21,"$62,493",Default,13-04-21,761,803,"$9,374"
38681761,MORTGAGE,109-98-9875,319-496-9497,Fenton,Kossuth,Fenton,IA,50539,Midwest,24-08-21,"$421,546",Default,24-08-21,820,870,"$164,403"
38681762,MORTGAGE,126-98-8820,252-983-4042,Maple,Currituck,Maple,NC,27956,South,02-05-21,"$479,405",Non-Default,06-07-21,677,668,"$129,439"
38681763,MORTGAGE,355-08-1573,209-242-2593,Coyote,Santa Clara,Coyote,CA,95013,West,16-02-21,"$995,604",Non-Default,29-10-20,694,744,"$69,692"
38681764,CREDIT CARD,466-99-1586,225-932-0805,Theriot,Terrebonne,Theriot,LA,70397,South,15-12-20,"$69,030",Non-Default,01-04-21,762,769,"$4,142"
38681765,PERSONAL LOAN,001-11-3832,808-494-9225,Kihei,Maui,Kihei,HI,96753,West,14-07-21,"$87,230",Default,15-03-21,762,785,"$2,617"
38681766,CREDIT CARD,128-98-8229,218-450-4701,Delano,Wright,Delano,MN,55328,Midwest,23-02-20,"$96,180",Non-Default,08-06-21,681,717,"$13,465"
38681767,CREDIT CARD,462-99-0447,262-819-4283,Stockbridge,Calumet,Stockbridge,WI,53088,Midwest,23-01-21,"$52,675",Default,24-08-21,683,674,"$4,214"
38681768,CREDIT CARD,283-15-9152,303-766-1634,Colorado Springs,El Paso,Colorado Springs,CO,80906,West,01-05-21,"$45,559",Non-Default,24-08-21,802,831,$456
38681769,MORTGAGE,720-18-1276,270-872-5934,Adams,Lawrence,Adams,KY,41201,South,20-06-20,"$729,974",Non-Default,08-05-21,841,855,"$58,398"
38681770,PERSONAL LOAN,647-21-9335,218-325-3288,Longville,Cass,Longville,MN,56655,Midwest,24-08-21,"$173,100",Default,12-06-21,794,798,"$15,579"
38681771,MORTGAGE,320-11-7399,218-948-0629,Currie,Murray,Currie,MN,56123,Midwest,04-12-18,"$737,730",Non-Default,15-03-21,772,763,"$354,110"
38681772,MORTGAGE,041-15-4746,423-836-2129,Dowelltown,DeKalb,Dowelltown,TN,37059,South,21-04-19,"$507,937",Default,24-08-21,812,850,"$243,810"
38681773,MORTGAGE,501-37-8774,210-333-8099,Decatur,Wise,Decatur,TX,76234,South,22-07-20,"$176,062",Non-Default,24-08-21,751,751,"$54,579"
38681774,PERSONAL LOAN,314-35-1244,210-221-6404,Kirbyville,Jasper,Kirbyville,TX,75956,South,22-08-18,"$145,283",Non-Default,24-08-21,749,741,"$27,604"
38681775,MORTGAGE,383-37-4390,201-348-6358,Camden,Camden,Camden,NJ,8105,Northeast,11-06-20,"$288,340",Non-Default,14-06-21,772,784,"$95,152"
38681776,PERSONAL LOAN,105-02-5988,209-567-5141,Canyon Country,Los Angeles,Canyon Country,CA,91351,West,02-09-20,"$110,027",Non-Default,24-08-21,784,815,"$31,908"
38681777,MORTGAGE,325-11-4925,236-908-6699,Charlottesville,Charlottesville (city),Charlottesville,VA,22903,South,23-10-18,"$879,749",Non-Default,22-05-21,889,921,"$351,900"
38681778,CREDIT CARD,279-15-1343,385-974-3151,Grantsville,Tooele,Grantsville,UT,84029,West,24-08-21,"$53,347",Non-Default,17-05-21,784,825,"$20,272"
38681779,MORTGAGE,425-99-7906,252-862-8697,Ronda,Wilkes,Ronda,NC,28670,South,20-12-19,"$292,538",Non-Default,02-08-21,855,848,"$114,090"
38681780,MORTGAGE,713-18-1283,252-307-6023,Mount Mourne,Iredell,Mount Mourne,NC,28123,South,24-08-21,"$169,265",Default,02-04-21,697,689,"$74,477"
38681781,CREDIT CARD,095-02-5360,212-852-5209,Saint James,Suffolk,Saint James,NY,11780,Northeast,01-04-21,"$60,757",Non-Default,09-06-21,866,872,"$9,114"
38681782,CREDIT CARD,445-27-0301,210-745-5131,Cumby,Hopkins,Cumby,TX,75433,South,21-04-21,"$89,904",Default,24-08-21,797,797,"$27,870"
38681783,CREDIT CARD,298-15-3971,225-457-7371,Harrisonburg,Catahoula,Harrisonburg,LA,71340,South,03-03-18,"$70,149",Default,07-06-21,840,871,"$31,567"
38681784,CREDIT CARD,482-41-4814,319-730-2626,New Liberty,Scott,New Liberty,IA,52765,Midwest,11-06-19,"$57,333",Default,07-06-21,850,857,"$7,453"
38681785,CREDIT CARD,160-86-7738,201-245-9605,Keyport,Monmouth,Keyport,NJ,7735,Northeast,22-02-20,"$71,355",Non-Default,26-07-21,883,910,"$27,828"
38681786,MORTGAGE,202-84-7068,479-920-6444,Keo,Lonoke,Keo,AR,72083,South,24-05-20,"$185,368",Non-Default,24-08-21,875,894,"$53,757"
38681787,MORTGAGE,673-48-3134,240-425-4609,Kitzmiller,Garrett,Kitzmiller,MD,21538,South,03-03-18,"$318,654",Non-Default,22-06-21,776,795,"$117,902"
